0.709961 1
0.88502234 1
0.9995431 1
0.8717726 1
0.99005044 1
0.9984603 1
0.99779165 1
0.9326203 1
0.9907556 1
0.9874443 1
0.99804556 1
0.9917504 1
0.99974614 1
0.989819 1
0.99996924 1
0.9862027 1
0.9983113 1
0.9595486 1
0.296823 1
0.9949862 1
0.99997926 1
0.9854984 1
0.9980318 1
0.9978752 1
0.98686916 1
0.99968636 1
0.7282151 1
0.9998778 1
0.9997036 1
0.9978638 1
0.9760357 1
0.9521876 1
0.9445749 1
0.9935719 1
0.9979133 1
0.98251176 1
0.99753153 1
0.9993343 1
0.9993498 1
0.12753424 1
0.99887043 1
0.8436626 1
0.9999988 1
0.9994862 1
0.9933276 1
0.98670435 1
0.99741995 1
0.9998172 1
0.18711863 1
0.98553824 1
0.5450859 1
0.8520642 1
0.99995947 1
0.873213 1
0.9908921 1
0.99348456 1
0.9993905 1
0.9996013 1
0.9934516 1
0.99444926 1
0.8504909 1
0.99995637 1
0.99762815 1
0.9884847 1
0.20435964 1
0.99541074 1
0.9809425 1
0.91905415 1
0.9965407 1
0.9990651 1
0.8665262 1
0.82215285 1
0.31245175 1
0.9978186 1
0.98846847 1
0.9529893 1
0.9407823 1
0.9999274 1
0.9999287 1
0.056898743 1
0.94882625 1
0.89450616 1
0.6714041 1
0.9975103 1
0.9967732 1
0.9990396 1
0.725989 1
0.9978606 1
0.99372345 1
0.99234253 1
0.9923839 1
0.8632916 1
0.9795181 1
0.998439 1
0.99992836 1
0.95960855 1
0.7218794 1
0.52871 1
0.75248986 1
0.98586625 1
0.9721842 1
0.99596786 1
0.99146503 1
0.9907657 1
0.99929094 1
0.9960955 1
0.11327774 1
0.97446877 1
0.9874356 1
0.77579 1
0.9997788 1
0.89976895 1
0.8749324 1
0.89515334 1
0.8483587 1
0.9971215 1
0.99902594 1
0.656575 1
0.99749255 1
0.99968195 1
0.706849 1
0.96208316 1
0.9975182 1
0.9998698 1
0.17829327 1
0.39679217 1
0.9993088 1
0.56854886 1
0.9720657 1
0.99843603 1
0.9995859 1
0.97907376 1
0.99320686 1
0.9996032 1
0.99806124 1
0.9575794 1
0.99717295 1
0.99800295 1
0.37949693 1
0.022159701 1
0.82260466 1
0.9985386 1
0.99990416 1
0.9970192 1
0.26619983 1
0.90116924 1
0.9996216 1
0.04449857 1
0.995148 1
0.9975204 1
0.99448425 1
0.9995049 1
0.99547666 1
0.9989525 1
0.998993 1
0.98845994 1
0.99763525 1
0.9973334 1
0.993997 1
0.9715863 1
0.88607204 1
0.99868387 1
0.9968264 1
0.9981658 1
0.8592409 1
0.9967914 1
0.9999248 1
0.99402845 1
0.99541336 1
0.9992505 1
0.8830924 1
0.99682355 1
0.9998221 1
0.927059 1
0.9751794 1
0.998618 1
0.95008177 1
0.9998006 1
0.991084 1
0.9962529 1
0.8291966 1
0.96317214 1
0.9175677 1
0.46423018 1
0.9978689 1
0.6717122 1
0.99751556 1
0.99532133 1
0.9973936 1
0.9972109 1
0.91313034 1
0.73086923 1
0.9845611 1
0.9991041 1
0.99933416 1
0.99284756 1
0.9977633 1
0.99850106 1
0.99576426 1
0.9814787 1
0.9674278 1
0.9962584 1
0.9999993 1
0.70656765 1
0.9967235 1
0.9973578 1
0.30428278 1
0.9714489 1
0.99773175 1
0.99906534 1
0.9704198 1
0.9976427 1
0.99861085 1
0.9664863 1
0.99681735 1
0.9842036 1
0.9602048 1
0.9987016 1
0.9599238 1
0.9961456 1
0.998879 1
0.9656944 1
0.99999905 1
0.7568081 1
0.82894564 1
0.99989736 1
1.0 1
0.99915206 1
0.7385481 1
0.9727605 1
0.9857518 1
0.98388773 1
0.9593915 1
0.9999192 1
0.9979857 1
0.9928485 1
0.69961256 1
0.9509271 1
0.9973564 1
0.9999933 1
0.98124146 1
0.9962555 1
0.9917345 1
0.67614585 1
0.9956564 1
0.9936567 1
0.99999464 1
0.97168916 1
0.99460816 1
0.9960025 1
0.9938753 1
0.8941554 1
0.9986786 1
0.9424678 1
0.69067776 1
0.999997 1
0.9992453 1
0.9942035 1
0.7623909 1
0.7611368 1
0.9993618 1
0.9031752 1
0.98024356 1
0.5456674 1
0.9990522 1
0.99999976 1
0.93922055 1
0.9950932 1
0.998642 1
0.65776473 1
0.88920575 1
0.999461 1
0.9966216 1
0.6608873 1
0.99737203 1
0.98356354 1
0.99653995 1
0.8270665 1
0.99028206 1
0.9549765 1
0.9920135 1
0.96800864 1
0.99946135 1
0.91252166 1
0.8855282 1
0.9982918 1
0.5698603 1
0.99951124 1
0.26766393 1
0.99955064 1
0.9983912 1
0.9985921 1
0.99786097 1
0.9971685 1
0.994743 1
0.5164477 1
0.99543154 1
0.99571425 1
0.9660885 1
0.9546325 1
0.97017956 1
0.99545115 1
0.95111704 1
0.9984654 1
0.95351267 1
0.98410666 1
0.88648206 1
0.9549292 1
0.92601633 1
0.99598986 1
0.017286295 1
0.9406104 1
0.99588925 1
0.82651466 1
0.99937975 1
0.9876337 1
0.5726955 1
0.9981698 1
0.99611723 1
0.99628973 1
0.4057301 1
0.97351515 1
0.99354786 1
0.8677581 1
0.94373673 1
0.9966779 1
0.9999348 1
0.9977755 1
0.6942579 1
0.9024129 1
0.9999995 1
0.9929611 1
0.99598384 1
0.9986412 1
0.9998325 1
0.9929004 1
0.94869137 1
0.99998915 1
0.99617505 1
0.71998334 1
0.99364233 1
0.99976736 1
0.9984725 1
0.99958473 1
0.6311214 1
0.9671628 1
0.7653049 1
0.99776006 1
0.87898433 1
0.9884316 1
0.9564155 1
0.9930086 1
0.9973622 1
0.8442952 1
0.99099416 1
0.9996271 1
0.9971697 1
0.99961483 1
0.21017548 1
0.98674196 1
0.8801977 1
0.9969518 1
0.9988539 1
0.9834748 1
0.92285043 1
0.97642756 1
0.91640127 1
0.99718577 1
0.996326 1
0.40786943 1
0.99611676 1
0.96451205 1
0.15287133 1
0.9949228 1
0.9009338 1
0.9978719 1
0.9889403 1
0.9953081 1
0.93355626 1
0.87775934 1
0.97151846 1
0.998262 1
0.9918662 1
0.9984478 1
0.9983412 1
0.9971137 1
0.97156537 1
0.9662714 1
0.7606103 1
0.9867399 1
0.96484196 1
0.99861693 1
0.6408986 1
0.9997112 1
0.9841282 1
0.9963967 1
0.9977075 1
0.9978921 1
0.89438015 1
0.98532665 1
0.7946205 1
0.9980246 1
0.99704 1
0.9992267 1
0.999666 1
0.96570086 1
0.016703177 1
0.96388686 1
0.96954143 1
0.94715565 1
0.99341774 1
0.99995947 1
0.9972963 1
0.92502505 1
0.96332455 1
0.9986576 1
0.9999696 1
0.773149 1
0.9870194 1
0.99993384 1
0.9212905 1
0.98486114 1
0.9975713 1
0.99936444 1
0.9916888 1
0.9928276 1
0.99728525 1
0.99551153 1
0.9862229 1
0.9947619 1
0.99773705 1
0.9936279 1
0.9628695 1
0.9999982 1
0.9992926 1
0.99975735 1
0.9986614 1
0.98244643 1
0.8235096 1
0.9830493 1
0.99884075 1
0.5465826 1
0.9921445 1
0.993541 1
0.9814114 1
0.99486804 1
0.9998684 1
0.9977215 1
0.99566215 1
0.9998604 1
0.7151193 1
0.99740714 1
0.99937975 1
0.7794361 1
0.6293491 1
0.8249612 1
0.9954959 1
0.9992404 1
0.9714712 1
0.8641675 1
